cnt,mnth,hr,holiday,workingday,weathersit,temp,atemp,hum,windspeed,season
172,6,6,0,1,1,0.48,0.4697,0.77,0,2
547,6,7,0,1,1,0.5,0.4848,0.72,0,2
668,6,8,0,1,1,0.54,0.5152,0.68,0,2
303,6,9,0,1,1,0.56,0.5303,0.6,0.0896,2
203,6,10,0,1,1,0.6,0.6212,0.46,0.0896,2
226,6,11,0,1,1,0.62,0.6212,0.43,0.0896,2
315,6,12,0,1,1,0.62,0.6212,0.38,0,2
303,6,13,0,1,1,0.62,0.6212,0.41,0.0896,2
302,6,14,0,1,1,0.64,0.6212,0.38,0,2
300,6,15,0,1,1,0.64,0.6212,0.38,0,2
452,6,16,0,1,1,0.64,0.6212,0.41,0.1343,2
724,6,17,0,1,1,0.62,0.6212,0.43,0.1343,2
782,6,18,0,1,3,0.6,0.6212,0.53,0.194,2
538,6,19,0,1,1,0.56,0.5303,0.73,0.2985,2
408,6,20,0,1,1,0.54,0.5152,0.73,0.2836,2
298,6,21,0,1,1,0.54,0.5152,0.73,0.1642,2
248,6,22,0,1,1,0.52,0.5,0.77,0.0896,2
123,6,23,0,1,1,0.52,0.5,0.77,0,2
59,6,0,0,1,1,0.52,0.5,0.77,0.1343,2
22,6,1,0,1,1,0.52,0.5,0.77,0.1642,2
12,6,2,0,1,1,0.52,0.5,0.77,0.0896,2
5,6,3,0,1,1,0.5,0.4848,0.77,0.1045,2
6,6,4,0,1,1,0.46,0.4545,0.88,0.1045,2
34,6,5,0,1,1,0.48,0.4697,0.82,0.0896,2
170,6,6,0,1,1,0.46,0.4545,0.88,0.1045,2
526,6,7,0,1,1,0.5,0.4848,0.82,0.1642,2
681,6,8,0,1,1,0.52,0.5,0.77,0,2
337,6,9,0,1,1,0.58,0.5455,0.68,0,2
210,6,10,0,1,1,0.6,0.6061,0.64,0.0896,2
237,6,11,0,1,1,0.66,0.6212,0.47,0.2239,2
336,6,12,0,1,1,0.7,0.6364,0.42,0,2
315,6,13,0,1,1,0.7,0.6364,0.37,0.2836,2
265,6,14,0,1,1,0.72,0.6515,0.37,0.2537,2
333,6,15,0,1,1,0.74,0.6515,0.3,0,2
466,6,16,0,1,1,0.72,0.6515,0.34,0.2239,2
869,6,17,0,1,1,0.72,0.6515,0.34,0.2537,2
813,6,18,0,1,1,0.7,0.6364,0.34,0.2836,2
602,6,19,0,1,1,0.7,0.6364,0.34,0.2836,2
478,6,20,0,1,1,0.66,0.6212,0.36,0.2985,2
313,6,21,0,1,1,0.62,0.6212,0.41,0.3284,2
228,6,22,0,1,1,0.6,0.6212,0.46,0.1642,2
177,6,23,0,1,1,0.56,0.5303,0.52,0.1343,2
77,6,0,0,1,1,0.56,0.5303,0.56,0.1642,2
29,6,1,0,1,1,0.56,0.5303,0.56,0.1642,2
19,6,2,0,1,1,0.56,0.5303,0.56,0,2
8,6,3,0,1,1,0.54,0.5152,0.6,0.0896,2
10,6,4,0,1,1,0.52,0.5,0.63,0,2
29,6,5,0,1,1,0.5,0.4848,0.72,0.1045,2
139,6,6,0,1,1,0.52,0.5,0.68,0.0896,2
428,6,7,0,1,1,0.52,0.5,0.72,0.1045,2
700,6,8,0,1,1,0.58,0.5455,0.6,0.0896,2
382,6,9,0,1,1,0.62,0.6212,0.53,0.1642,2
249,6,10,0,1,1,0.66,0.6212,0.47,0.2537,2
264,6,11,0,1,1,0.7,0.6364,0.42,0.2537,2
369,6,12,0,1,1,0.72,0.6515,0.39,0.3284,2
416,6,13,0,1,1,0.74,0.6515,0.37,0.2537,2
373,6,14,0,1,1,0.76,0.6667,0.31,0.3881,2
397,6,15,0,1,1,0.76,0.6667,0.29,0.2836,2
523,6,16,0,1,1,0.76,0.6667,0.29,0.2985,2
793,6,17,0,1,1,0.76,0.6667,0.29,0.194,2
723,6,18,0,1,1,0.76,0.6667,0.27,0.2239,2
555,6,19,0,1,1,0.74,0.6515,0.3,0.2239,2
408,6,20,0,1,1,0.72,0.6515,0.32,0.1343,2
339,6,21,0,1,1,0.7,0.6364,0.37,0.1343,2
291,6,22,0,1,1,0.68,0.6364,0.41,0.1045,2
215,6,23,0,1,1,0.64,0.6212,0.57,0.1642,2
206,6,0,0,0,1,0.64,0.6212,0.53,0.1045,2
123,6,1,0,0,1,0.64,0.6212,0.53,0.0896,2
89,6,2,0,0,1,0.64,0.6212,0.5,0.2239,2
40,6,3,0,0,1,0.62,0.6212,0.57,0,2
8,6,4,0,0,1,0.62,0.6212,0.57,0,2
19,6,5,0,0,1,0.6,0.6212,0.56,0.1045,2
80,6,6,0,0,1,0.56,0.5303,0.64,0.1045,2
87,6,7,0,0,1,0.58,0.5455,0.64,0.1045,2
244,6,8,0,0,1,0.62,0.6061,0.61,0.1045,2
340,6,9,0,0,1,0.64,0.6212,0.57,0.1642,2
466,6,10,0,0,1,0.7,0.6515,0.51,0.1045,2
569,6,11,0,0,1,0.76,0.6667,0.35,0,2
531,6,12,0,0,1,0.8,0.697,0.29,0.2537,2
585,6,13,0,0,1,0.82,0.697,0.24,0.2836,2
593,6,14,0,0,1,0.82,0.697,0.23,0.194,2
555,6,15,0,0,1,0.84,0.7121,0.2,0.2985,2
534,6,16,0,0,1,0.82,0.697,0.24,0.194,2
495,6,17,0,0,1,0.84,0.7121,0.24,0,2
451,6,18,0,0,1,0.82,0.697,0.24,0.2239,2
360,6,19,0,0,1,0.8,0.697,0.29,0.1642,2
363,6,20,0,0,1,0.76,0.6667,0.35,0.2239,2
316,6,21,0,0,1,0.74,0.6515,0.4,0.194,2
214,6,22,0,0,1,0.7,0.6515,0.58,0.1642,2
230,6,23,0,0,1,0.68,0.6364,0.61,0.1642,2
158,6,0,0,0,1,0.66,0.6212,0.69,0.1045,2
116,6,1,0,0,1,0.64,0.6061,0.73,0.1343,2
73,6,2,0,0,1,0.64,0.6061,0.69,0.1343,2
29,6,3,0,0,1,0.64,0.6061,0.73,0.1045,2
10,6,4,0,0,1,0.62,0.5909,0.78,0.0896,2
13,6,5,0,0,1,0.62,0.6061,0.69,0.0896,2
30,6,6,0,0,1,0.62,0.5909,0.73,0,2
62,6,7,0,0,1,0.6,0.5758,0.78,0.1045,2
181,6,8,0,0,1,0.64,0.6061,0.73,0.0896,2
266,6,9,0,0,1,0.7,0.6515,0.58,0,2
413,6,10,0,0,1,0.76,0.6818,0.4,0.1045,2
499,6,11,0,0,1,0.76,0.6818,0.45,0.0896,2
502,6,12,0,0,1,0.82,0.7121,0.3,0,2
492,6,13,0,0,1,0.84,0.7273,0.28,0.1343,2
500,6,14,0,0,1,0.84,0.7273,0.3,0.1343,2
475,6,15,0,0,1,0.84,0.7273,0.3,0.2239,2
508,6,16,0,0,1,0.84,0.7424,0.36,0.2836,2
521,6,17,0,0,1,0.82,0.7424,0.41,0.2836,2
490,6,18,0,0,1,0.82,0.7273,0.38,0.2239,2
375,6,19,0,0,1,0.82,0.7121,0.28,0.2836,2
363,6,20,0,0,1,0.76,0.6818,0.48,0.1642,2
253,6,21,0,0,1,0.72,0.6818,0.62,0.1642,2
159,6,22,0,0,1,0.7,0.6515,0.65,0.1642,2
110,6,23,0,0,1,0.72,0.6667,0.58,0.1045,2
41,6,0,0,1,1,0.7,0.6515,0.65,0.1045,2
24,6,1,0,1,1,0.66,0.6212,0.74,0.1642,2
17,6,2,0,1,1,0.66,0.6212,0.74,0.1045,2
6,6,3,0,1,1,0.64,0.5909,0.78,0.1045,2
7,6,4,0,1,1,0.64,0.5909,0.78,0.1343,2
37,6,5,0,1,1,0.64,0.5909,0.78,0.1343,2
144,6,6,0,1,1,0.62,0.5758,0.83,0.1045,2
503,6,7,0,1,1,0.64,0.5909,0.78,0.1045,2
651,6,8,0,1,1,0.66,0.6212,0.74,0.1343,2
316,6,9,0,1,1,0.7,0.6515,0.65,0.1343,2
147,6,10,0,1,1,0.72,0.6818,0.62,0.1642,2
202,6,11,0,1,2,0.76,0.6818,0.48,0.2239,2
261,6,12,0,1,2,0.8,0.7273,0.43,0.194,2
248,6,13,0,1,2,0.8,0.7121,0.41,0.2985,2
259,6,14,0,1,2,0.82,0.7273,0.34,0.2836,2
259,6,15,0,1,1,0.8,0.7121,0.41,0.3582,2
427,6,16,0,1,2,0.8,0.7121,0.41,0.4179,2
800,6,17,0,1,2,0.8,0.7121,0.41,0.3582,2
831,6,18,0,1,2,0.8,0.7273,0.43,0.2985,2
596,6,19,0,1,2,0.76,0.6818,0.48,0.3284,2
394,6,20,0,1,2,0.74,0.6667,0.48,0.2239,2
250,6,21,0,1,2,0.72,0.6667,0.58,0.194,2
164,6,22,0,1,2,0.72,0.6667,0.58,0.194,2
80,6,23,0,1,2,0.7,0.6515,0.58,0.2239,2
28,6,0,0,1,2,0.7,0.6515,0.58,0.2239,2
16,6,1,0,1,2,0.68,0.6364,0.65,0.1642,2
6,6,2,0,1,2,0.68,0.6364,0.65,0.194,2
12,6,3,0,1,2,0.66,0.6212,0.69,0.2537,2
4,6,4,0,1,3,0.6,0.5455,0.88,0.1642,2
29,6,5,0,1,3,0.6,0.5455,0.88,0.1343,2
136,6,6,0,1,2,0.6,0.5455,0.88,0.1343,2
303,6,7,0,1,3,0.62,0.5606,0.88,0.2537,2
613,6,8,0,1,2,0.62,0.5606,0.88,0.2239,2
285,6,9,0,1,2,0.64,0.5758,0.89,0.2836,2
125,6,10,0,1,3,0.64,0.5758,0.89,0.2836,2
65,6,11,0,1,3,0.66,0.6061,0.83,0.3582,2
95,6,12,0,1,3,0.66,0.6061,0.83,0.2537,2
59,6,13,0,1,3,0.66,0.6061,0.83,0.194,2
60,6,14,0,1,3,0.64,0.5758,0.89,0.2537,2
116,6,15,0,1,3,0.66,0.5909,0.89,0.194,2
239,6,16,0,1,2,0.66,0.5909,0.89,0.2836,2
681,6,17,0,1,2,0.66,0.5909,0.89,0.2836,2
653,6,18,0,1,1,0.68,0.6364,0.83,0.194,2
491,6,19,0,1,1,0.68,0.6364,0.83,0.194,2
386,6,20,0,1,1,0.68,0.6364,0.83,0.194,2
274,6,21,0,1,1,0.68,0.6364,0.83,0.1045,2
207,6,22,0,1,1,0.66,0.5909,0.94,0.1045,2
89,6,23,0,1,3,0.66,0.5909,0.94,0.2239,2
34,6,0,0,1,2,0.66,0.5909,0.94,0.194,2
28,6,1,0,1,1,0.64,0.5909,0.78,0,2
4,6,2,0,1,1,0.62,0.5758,0.83,0.1343,2
8,6,3,0,1,1,0.62,0.5758,0.83,0.194,2
10,6,4,0,1,1,0.6,0.5606,0.83,0.1343,2
40,6,5,0,1,1,0.6,0.5606,0.83,0.194,2
194,6,6,0,1,1,0.6,0.5606,0.83,0.2239,2
505,6,7,0,1,1,0.6,0.5606,0.83,0.2985,2
713,6,8,0,1,2,0.62,0.5909,0.73,0.5224,2
352,6,9,0,1,2,0.64,0.6061,0.69,0.5821,2
198,6,10,0,1,2,0.64,0.6061,0.65,0.4179,2
246,6,11,0,1,2,0.66,0.6212,0.54,0.4478,2
334,6,12,0,1,2,0.68,0.6364,0.44,0.4179,2
255,6,13,0,1,2,0.7,0.6364,0.45,0.3881,2
320,6,14,0,1,2,0.72,0.6515,0.37,0.4179,2
281,6,15,0,1,1,0.72,0.6515,0.32,0.4925,2
392,6,16,0,1,1,0.72,0.6515,0.3,0.4925,2
857,6,17,0,1,1,0.72,0.6515,0.32,0.4925,2
744,6,18,0,1,1,0.72,0.6515,0.32,0.4478,2
671,6,19,0,1,1,0.7,0.6364,0.34,0.3881,2
448,6,20,0,1,1,0.68,0.6364,0.36,0.4179,2
396,6,21,0,1,1,0.64,0.6212,0.44,0.3582,2
238,6,22,0,1,1,0.62,0.6212,0.5,0.2985,2
153,6,23,0,1,1,0.62,0.6212,0.5,0.2836,2
48,6,0,0,1,1,0.6,0.6212,0.53,0.2985,2
21,6,1,0,1,1,0.6,0.6212,0.56,0.2239,2
9,6,2,0,1,2,0.62,0.6212,0.53,0.2537,2
5,6,3,0,1,2,0.62,0.6212,0.53,0.2836,2
6,6,4,0,1,2,0.6,0.6212,0.56,0.2537,2
40,6,5,0,1,2,0.6,0.6212,0.56,0.2537,2
181,6,6,0,1,1,0.58,0.5455,0.6,0.2836,2
506,6,7,0,1,1,0.6,0.6061,0.6,0.2836,2
719,6,8,0,1,1,0.6,0.6061,0.64,0.3284,2
357,6,9,0,1,1,0.62,0.6061,0.61,0.2239,2
179,6,10,0,1,1,0.64,0.6061,0.65,0.4179,2
228,6,11,0,1,1,0.66,0.6212,0.57,0.2537,2
265,6,12,0,1,2,0.66,0.6212,0.61,0.2239,2
284,6,13,0,1,1,0.68,0.6364,0.57,0.1642,2
298,6,14,0,1,1,0.7,0.6515,0.54,0.2836,2
324,6,15,0,1,1,0.74,0.6667,0.48,0.2985,2
438,6,16,0,1,1,0.72,0.6667,0.51,0.2836,2
867,6,17,0,1,1,0.72,0.6667,0.48,0.2239,2
823,6,18,0,1,1,0.74,0.6667,0.42,0.194,2
579,6,19,0,1,1,0.7,0.6515,0.48,0.2537,2
435,6,20,0,1,1,0.66,0.6212,0.65,0.2537,2
337,6,21,0,1,1,0.64,0.6061,0.65,0.1642,2
242,6,22,0,1,2,0.64,0.6061,0.65,0.2239,2
172,6,23,0,1,2,0.62,0.6061,0.69,0.1642,2
94,6,0,0,1,1,0.6,0.5909,0.73,0.1642,2
51,6,1,0,1,1,0.58,0.5455,0.78,0.194,2
15,6,2,0,1,1,0.56,0.5303,0.83,0.1045,2
5,6,3,0,1,1,0.56,0.5303,0.83,0.1642,2
14,6,4,0,1,1,0.56,0.5303,0.83,0.1642,2
33,6,5,0,1,1,0.54,0.5152,0.88,0.1045,2
151,6,6,0,1,1,0.54,0.5152,0.83,0.1343,2
430,6,7,0,1,1,0.56,0.5303,0.83,0.1642,2
653,6,8,0,1,1,0.6,0.5909,0.69,0.1642,2
366,6,9,0,1,1,0.62,0.6061,0.65,0.1642,2
216,6,10,0,1,1,0.64,0.6212,0.57,0.1642,2
286,6,11,0,1,1,0.66,0.6212,0.5,0.194,2
403,6,12,0,1,1,0.7,0.6364,0.45,0.1642,2
393,6,13,0,1,1,0.7,0.6364,0.42,0.2537,2
376,6,14,0,1,1,0.72,0.6515,0.39,0.194,2
377,6,15,0,1,1,0.72,0.6515,0.39,0.194,2
558,6,16,0,1,1,0.72,0.6515,0.37,0.194,2
823,6,17,0,1,1,0.74,0.6515,0.37,0.2836,2
693,6,18,0,1,1,0.72,0.6515,0.39,0.2239,2
467,6,19,0,1,1,0.7,0.6364,0.42,0.1642,2
385,6,20,0,1,1,0.68,0.6364,0.44,0.194,2
333,6,21,0,1,1,0.66,0.6212,0.5,0.1045,2
321,6,22,0,1,1,0.64,0.6212,0.53,0.1343,2
222,6,23,0,1,1,0.62,0.6212,0.53,0.2537,2
137,6,0,0,0,1,0.58,0.5455,0.56,0.1343,2
95,6,1,0,0,1,0.56,0.5303,0.56,0,2
67,6,2,0,0,1,0.58,0.5455,0.53,0,2
27,6,3,0,0,1,0.56,0.5303,0.6,0.0896,2
8,6,4,0,0,1,0.54,0.5152,0.68,0.1343,2
23,6,5,0,0,1,0.54,0.5152,0.68,0.1045,2
47,6,6,0,0,1,0.54,0.5152,0.68,0.194,2
78,6,7,0,0,1,0.54,0.5152,0.68,0.194,2
204,6,8,0,0,1,0.58,0.5455,0.64,0.1642,2
367,6,9,0,0,1,0.6,0.6061,0.6,0.0896,2
435,6,10,0,0,1,0.64,0.6212,0.47,0.194,2
566,6,11,0,0,1,0.66,0.6212,0.39,0.1642,2
603,6,12,0,0,1,0.68,0.6364,0.41,0.1045,2
617,6,13,0,0,1,0.72,0.6515,0.34,0.1642,2
573,6,14,0,0,1,0.72,0.6515,0.37,0.2239,2
583,6,15,0,0,1,0.74,0.6515,0.35,0.2537,2
542,6,16,0,0,2,0.72,0.6515,0.37,0.1045,2
593,6,17,0,0,2,0.72,0.6515,0.37,0.2537,2
571,6,18,0,0,2,0.72,0.6515,0.37,0.2239,2
461,6,19,0,0,2,0.7,0.6364,0.42,0.194,2
352,6,20,0,0,2,0.66,0.6212,0.47,0.194,2
290,6,21,0,0,2,0.64,0.6212,0.5,0.2239,2
280,6,22,0,0,1,0.62,0.6212,0.53,0.2985,2
183,6,23,0,0,1,0.6,0.6212,0.53,0.2985,2
148,6,0,0,0,1,0.56,0.5303,0.56,0.1343,2
88,6,1,0,0,1,0.56,0.5303,0.6,0.1642,2
74,6,2,0,0,1,0.56,0.5303,0.56,0.0896,2
28,6,3,0,0,1,0.54,0.5152,0.64,0.1045,2
18,6,4,0,0,1,0.54,0.5152,0.64,0.0896,2
17,6,5,0,0,1,0.54,0.5152,0.68,0.1343,2
23,6,6,0,0,1,0.52,0.5,0.72,0.1045,2
48,6,7,0,0,1,0.52,0.5,0.72,0.0896,2
119,6,8,0,0,1,0.56,0.5303,0.68,0.2537,2
274,6,9,0,0,1,0.56,0.5303,0.68,0.1642,2
436,6,10,0,0,1,0.58,0.5455,0.64,0,2
546,6,11,0,0,1,0.62,0.6212,0.57,0.1045,2
615,6,12,0,0,1,0.62,0.6212,0.57,0,2
614,6,13,0,0,1,0.64,0.6212,0.53,0.1642,2
582,6,14,0,0,1,0.64,0.6212,0.53,0,2
463,6,15,0,0,1,0.66,0.6212,0.5,0.2239,2
580,6,16,0,0,1,0.66,0.6212,0.54,0.2985,2
593,6,17,0,0,1,0.64,0.6212,0.57,0.2239,2
513,6,18,0,0,1,0.64,0.6212,0.53,0.194,2
390,6,19,0,0,1,0.64,0.6212,0.53,0.1642,2
302,6,20,0,0,1,0.62,0.6212,0.57,0.194,2
246,6,21,0,0,1,0.62,0.6212,0.57,0.194,2
153,6,22,0,0,1,0.6,0.6061,0.6,0.194,2
108,6,23,0,0,1,0.58,0.5455,0.64,0.194,2
40,6,0,0,1,1,0.56,0.5303,0.73,0.2537,2
14,6,1,0,1,1,0.54,0.5152,0.77,0.2239,2
9,6,2,0,1,1,0.54,0.5152,0.77,0.2239,2
4,6,3,0,1,2,0.52,0.5,0.83,0.2239,2
9,6,4,0,1,2,0.54,0.5152,0.77,0.194,2
23,6,5,0,1,3,0.52,0.5,0.83,0.1343,2
37,6,6,0,1,3,0.52,0.5,0.88,0.1343,2
145,6,7,0,1,3,0.52,0.5,0.94,0.2239,2
474,6,8,0,1,2,0.54,0.5152,0.83,0.194,2
250,6,9,0,1,2,0.54,0.5152,0.83,0.2239,2
91,6,10,0,1,3,0.54,0.5152,0.88,0.1045,2
121,6,11,0,1,2,0.54,0.5152,0.88,0.1642,2
168,6,12,0,1,3,0.56,0.5303,0.78,0.1343,2
225,6,13,0,1,2,0.58,0.5455,0.73,0.1343,2
219,6,14,0,1,2,0.58,0.5455,0.68,0.194,2
237,6,15,0,1,2,0.6,0.5909,0.69,0.194,2
332,6,16,0,1,2,0.6,0.5909,0.73,0.194,2
723,6,17,0,1,2,0.6,0.5909,0.73,0.194,2
642,6,18,0,1,2,0.62,0.6061,0.69,0.1642,2
463,6,19,0,1,2,0.62,0.5909,0.73,0.0896,2
362,6,20,0,1,2,0.62,0.5909,0.73,0.1343,2
273,6,21,0,1,2,0.62,0.5909,0.73,0.1045,2
164,6,22,0,1,2,0.62,0.5909,0.73,0.1642,2
74,6,23,0,1,3,0.6,0.5758,0.78,0.194,2
35,6,0,0,1,2,0.6,0.5758,0.78,0.1642,2
14,6,1,0,1,2,0.6,0.5758,0.78,0.1642,2
15,6,2,0,1,2,0.6,0.5758,0.78,0.1343,2
8,6,3,0,1,2,0.6,0.5758,0.78,0.1045,2
10,6,4,0,1,2,0.6,0.5758,0.78,0.1343,2
37,6,5,0,1,2,0.6,0.5758,0.78,0.194,2
161,6,6,0,1,2,0.6,0.5758,0.78,0.1045,2
480,6,7,0,1,2,0.6,0.5758,0.78,0.1343,2
673,6,8,0,1,2,0.6,0.5758,0.78,0.1642,2
328,6,9,0,1,1,0.64,0.6061,0.73,0.0896,2
180,6,10,0,1,1,0.64,0.6061,0.73,0.0896,2
230,6,11,0,1,1,0.66,0.6212,0.69,0.1343,2
292,6,12,0,1,1,0.7,0.6515,0.65,0.0896,2
272,6,13,0,1,1,0.74,0.6818,0.58,0.1343,2
227,6,14,0,1,1,0.76,0.7121,0.58,0.1045,2
259,6,15,0,1,1,0.78,0.7424,0.59,0.1642,2
334,6,16,0,1,1,0.8,0.7576,0.55,0.2239,2
811,6,17,0,1,1,0.8,0.7576,0.55,0.194,2
795,6,18,0,1,1,0.8,0.7576,0.55,0.1642,2
514,6,19,0,1,1,0.8,0.7727,0.59,0.2239,2
458,6,20,0,1,1,0.8,0.7576,0.55,0.2537,2
276,6,21,0,1,1,0.76,0.7121,0.62,0.1642,2
291,6,22,0,1,1,0.72,0.697,0.79,0.0896,2
125,6,23,0,1,1,0.72,0.697,0.79,0.1343,2
53,6,0,0,1,1,0.7,0.6667,0.79,0.194,2
27,6,1,0,1,1,0.68,0.6364,0.79,0.194,2
6,6,2,0,1,1,0.66,0.6061,0.83,0.1642,2
8,6,3,0,1,1,0.66,0.6061,0.83,0.1343,2
7,6,4,0,1,1,0.66,0.6061,0.83,0.0896,2
39,6,5,0,1,1,0.66,0.6061,0.83,0.0896,2
165,6,6,0,1,2,0.64,0.5758,0.89,0.0896,2
464,6,7,0,1,2,0.66,0.5909,0.89,0,2
643,6,8,0,1,2,0.7,0.6667,0.79,0.1045,2
316,6,9,0,1,2,0.72,0.697,0.74,0,2
167,6,10,0,1,1,0.82,0.7727,0.52,0.1343,2
188,6,11,0,1,1,0.84,0.7879,0.49,0.194,2
180,6,12,0,1,1,0.86,0.803,0.47,0.1642,2
211,6,13,0,1,1,0.86,0.7879,0.44,0.1045,2
190,6,14,0,1,1,0.88,0.803,0.39,0.194,2
179,6,15,0,1,1,0.9,0.8182,0.35,0,2
335,6,16,0,1,1,0.9,0.8182,0.35,0.1045,2
691,6,17,0,1,1,0.9,0.8182,0.37,0,2
672,6,18,0,1,1,0.9,0.8182,0.37,0,2
539,6,19,0,1,1,0.88,0.7879,0.37,0.2537,2
407,6,20,0,1,1,0.86,0.7727,0.39,0.2239,2
344,6,21,0,1,1,0.84,0.7576,0.44,0.0896,2
257,6,22,0,1,1,0.82,0.7576,0.46,0.1045,2
123,6,23,0,1,1,0.78,0.7424,0.59,0.1045,2
69,6,0,0,1,1,0.74,0.697,0.7,0.0896,3
18,6,1,0,1,1,0.72,0.697,0.79,0.1343,3
18,6,2,0,1,1,0.72,0.697,0.79,0.1045,3
11,6,3,0,1,1,0.72,0.697,0.74,0,3
12,6,4,0,1,1,0.7,0.6667,0.84,0.0896,3
40,6,5,0,1,1,0.7,0.6667,0.84,0.1045,3
150,6,6,0,1,2,0.7,0.6667,0.84,0.0896,3
463,6,7,0,1,2,0.7,0.6667,0.84,0.0896,3
590,6,8,0,1,1,0.74,0.697,0.7,0,3
256,6,9,0,1,1,0.8,0.7576,0.55,0.194,3
150,6,10,0,1,1,0.84,0.7879,0.49,0.1045,3
161,6,11,0,1,1,0.86,0.7879,0.41,0.1343,3
215,6,12,0,1,1,0.9,0.8182,0.35,0.194,3
172,6,13,0,1,1,0.9,0.8182,0.35,0,3
176,6,14,0,1,1,0.88,0.7879,0.37,0.1642,3
194,6,15,0,1,1,0.92,0.8333,0.33,0.1642,3
320,6,16,0,1,1,0.9,0.8182,0.35,0.1343,3
615,6,17,0,1,1,0.88,0.7879,0.37,0,3
640,6,18,0,1,1,0.86,0.7879,0.41,0.194,3
499,6,19,0,1,1,0.88,0.803,0.39,0.2239,3
436,6,20,0,1,1,0.86,0.7879,0.44,0.194,3
311,6,21,0,1,1,0.82,0.7727,0.52,0.194,3
243,6,22,0,1,1,0.8,0.7879,0.63,0.1642,3
146,6,23,0,1,1,0.8,0.7727,0.59,0.0896,3
93,6,0,0,1,2,0.76,0.7273,0.7,0.1045,3
31,6,1,0,1,1,0.76,0.7424,0.75,0.1642,3
12,6,2,0,1,1,0.74,0.7121,0.79,0,3
7,6,3,0,1,1,0.74,0.7121,0.79,0,3
10,6,4,0,1,2,0.76,0.7273,0.66,0,3
38,6,5,0,1,2,0.74,0.697,0.66,0.0896,3
122,6,6,0,1,2,0.74,0.697,0.66,0,3
359,6,7,0,1,1,0.74,0.6818,0.58,0.1642,3
613,6,8,0,1,1,0.76,0.697,0.55,0.1343,3
333,6,9,0,1,1,0.76,0.7121,0.58,0.2239,3
185,6,10,0,1,1,0.8,0.7424,0.52,0.3582,3
236,6,11,0,1,1,0.8,0.7424,0.49,0.1642,3
254,6,12,0,1,1,0.84,0.7879,0.49,0.1343,3
300,6,13,0,1,1,0.88,0.803,0.39,0.2239,3
263,6,14,0,1,1,0.88,0.803,0.39,0.2239,3
284,6,15,0,1,1,0.9,0.8182,0.35,0.3582,3
380,6,16,0,1,1,0.9,0.803,0.31,0.2239,3
646,6,17,0,1,2,0.82,0.7273,0.38,0.1642,3
505,6,18,0,1,2,0.8,0.7576,0.55,0.194,3
362,6,19,0,1,2,0.76,0.697,0.55,0.5224,3
202,6,20,0,1,2,0.76,0.697,0.55,0.5224,3
217,6,21,0,1,3,0.68,0.6364,0.65,0.2836,3
197,6,22,0,1,1,0.68,0.6364,0.69,0.1343,3
174,6,23,0,1,2,0.66,0.6212,0.74,0,3
116,6,0,0,0,1,0.64,0.5758,0.83,0,3
123,6,1,0,0,1,0.66,0.6061,0.78,0.1343,3
93,6,2,0,0,2,0.64,0.5758,0.83,0.194,3
42,6,3,0,0,2,0.64,0.5758,0.83,0.0896,3
19,6,4,0,0,2,0.64,0.5758,0.83,0.1642,3
12,6,5,0,0,2,0.64,0.5758,0.83,0.194,3
47,6,6,0,0,1,0.64,0.5758,0.83,0.0896,3
78,6,7,0,0,1,0.64,0.5758,0.83,0.1642,3
167,6,8,0,0,1,0.68,0.6364,0.69,0.2239,3
332,6,9,0,0,1,0.72,0.6818,0.62,0.194,3
494,6,10,0,0,1,0.74,0.6818,0.55,0.194,3
516,6,11,0,0,1,0.76,0.6818,0.48,0.2239,3
602,6,12,0,0,1,0.8,0.7273,0.43,0.194,3
564,6,13,0,0,1,0.82,0.7273,0.34,0.194,3
609,6,14,0,0,1,0.78,0.6818,0.33,0.2537,3
483,6,15,0,0,1,0.84,0.7273,0.3,0.3284,3
513,6,16,0,0,1,0.84,0.7121,0.26,0.2985,3
530,6,17,0,0,1,0.82,0.7121,0.26,0.2537,3
481,6,18,0,0,1,0.82,0.7121,0.26,0.2985,3
425,6,19,0,0,1,0.8,0.697,0.27,0.194,3
386,6,20,0,0,1,0.78,0.6818,0.31,0.194,3
322,6,21,0,0,1,0.76,0.6667,0.33,0.1343,3
279,6,22,0,0,1,0.74,0.6515,0.37,0.1045,3
225,6,23,0,0,1,0.72,0.6515,0.44,0,3
163,6,0,0,0,1,0.7,0.6515,0.51,0,3
127,6,1,0,0,2,0.68,0.6364,0.54,0.0896,3
114,6,2,0,0,2,0.68,0.6364,0.51,0,3
60,6,3,0,0,2,0.66,0.6212,0.65,0.0896,3
13,6,4,0,0,2,0.66,0.6212,0.65,0,3
8,6,5,0,0,1,0.62,0.6061,0.69,0.1343,3
25,6,6,0,0,1,0.64,0.6061,0.65,0.1642,3
71,6,7,0,0,1,0.64,0.6061,0.69,0.1045,3
141,6,8,0,0,1,0.7,0.6515,0.58,0,3
232,6,9,0,0,1,0.72,0.6667,0.51,0,3
452,6,10,0,0,1,0.76,0.6818,0.4,0,3
506,6,11,0,0,1,0.76,0.6818,0.4,0.1343,3
556,6,12,0,0,1,0.8,0.697,0.33,0.2239,3
585,6,13,0,0,1,0.8,0.697,0.33,0.2836,3
551,6,14,0,0,1,0.84,0.7273,0.3,0.2985,3
487,6,15,0,0,1,0.86,0.7424,0.28,0.2239,3
461,6,16,0,0,1,0.84,0.7273,0.3,0.2537,3
